[4/3/22 06:58AM] Quiet used command ::claimdonation | Player rights = PLAYER	
[4/14/22 09:03PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/14/22 09:04PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/14/22 09:58PM] Quiet used command ::item 8840 | Player rights = DEVELOPER	
[4/14/22 10:23PM] Quiet used command ::item 24001 | Player rights = DEVELOPER	
[4/14/22 10:23PM] Quiet used command ::item 24002 | Player rights = DEVELOPER	
[4/14/22 10:23PM] Quiet used command ::item 24003 | Player rights = DEVELOPER	
[4/14/22 10:23PM] Quiet used command ::item 2400 | Player rights = DEVELOPER	
[4/14/22 10:23PM] Quiet used command ::item 24004 | Player rights = DEVELOPER	
[4/14/22 10:23PM] Quiet used command ::item 24005 | Player rights = DEVELOPER	
[4/14/22 11:05PM] Quiet used command ::event | Player rights = DEVELOPER	
[4/15/22 05:07PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/15/22 05:07PM] Quiet used command ::tele 2081 4449 1 | Player rights = DEVELOPER	
[4/15/22 05:08PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/15/22 05:09PM] Quiet used command ::teleto 2081 4449  | Player rights = DEVELOPER	
[4/15/22 05:09PM] Quiet used command ::tele 2081 4449 2 | Player rights = DEVELOPER	
[4/15/22 05:09PM] Quiet used command ::tele 2081 4449 1 | Player rights = DEVELOPER	
[4/15/22 06:00PM] Quiet used command ::id shattered | Player rights = DEVELOPER	
[4/15/22 06:01PM] Quiet used command ::item 20591 | Player rights = DEVELOPER	
[4/15/22 06:04PM] Quiet used command ::home | Player rights = DEVELOPER	
[4/15/22 06:05PM] Quiet used command ::tele 2081 4450 | Player rights = DEVELOPER	
[4/15/22 06:05PM] Quiet used command ::tele 2077 4438 | Player rights = DEVELOPER	
[4/15/22 06:10PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/15/22 06:11PM] Quiet used command ::tele 2077 4432 | Player rights = DEVELOPER	
[4/15/22 06:11PM] Quiet used command ::tele 2077 4432 1 | Player rights = DEVELOPER	
[4/15/22 06:11PM] Quiet used command ::tele 2078 4432 | Player rights = DEVELOPER	
[4/15/22 06:44PM] Quiet used command ::id compl | Player rights = DEVELOPER	
[4/15/22 06:44PM] Quiet used command ::item 14022 | Player rights = DEVELOPER	
[4/15/22 06:51PM] Quiet used command ::id skull | Player rights = DEVELOPER	
[4/15/22 06:51PM] Quiet used command ::Id flaming | Player rights = DEVELOPER	
[4/15/22 06:51PM] Quiet used command ::item 17637 | Player rights = DEVELOPER	
[4/15/22 06:51PM] Quiet used command ::item 17636 | Player rights = DEVELOPER	
[4/16/22 01:29PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/16/22 01:32PM] Quiet used command ::id scrap | Player rights = DEVELOPER	
[4/16/22 01:33PM] Quiet used command ::item 22016 | Player rights = DEVELOPER	
[4/16/22 01:33PM] Quiet used command ::item 22016 10000 | Player rights = DEVELOPER	
[4/16/22 01:38PM] Quiet used command ::item 13744 | Player rights = DEVELOPER	
[4/16/22 01:43PM] Quiet used command ::item 10835 1000000 | Player rights = DEVELOPER	
[4/16/22 01:47PM] Quiet used command ::item 11698 | Player rights = DEVELOPER	
[4/16/22 01:48PM] Quiet used command ::tele 2082 4464 | Player rights = DEVELOPER	
[4/16/22 01:48PM] Quiet used command ::gm 3 | Player rights = DEVELOPER	
[4/16/22 01:48PM] Quiet used command ::gamemode 3 | Player rights = DEVELOPER	
[4/16/22 01:49PM] Quiet used command ::item 995 2100000 | Player rights = DEVELOPER	
[4/16/22 01:49PM] Quiet used command ::tele 2079 4455 | Player rights = DEVELOPER	
[4/16/22 01:49PM] Quiet used command ::tele 2086 4455 | Player rights = DEVELOPER	
[4/16/22 01:49PM] Quiet used command ::gamemode 1 | Player rights = DEVELOPER	
[4/16/22 01:55PM] Quiet used command ::id spectral | Player rights = DEVELOPER	
[4/16/22 01:55PM] Quiet used command ::item 13744 10 | Player rights = DEVELOPER	
[4/16/22 01:55PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/16/22 02:02PM] Quiet used command ::id spectral | Player rights = DEVELOPER	
[4/16/22 02:02PM] Quiet used command ::item 13744 100 | Player rights = DEVELOPER	
[4/16/22 02:18PM] Quiet used command ::id spectral s | Player rights = DEVELOPER	
[4/16/22 02:30PM] Quiet used command ::id aura t | Player rights = DEVELOPER	
[4/16/22 02:30PM] Quiet used command ::id aura | Player rights = DEVELOPER	
[4/16/22 02:30PM] Quiet used command ::item 23049 | Player rights = DEVELOPER	
[4/16/22 02:30PM] Quiet used command ::item 23048 | Player rights = DEVELOPER	
[4/16/22 02:31PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/16/22 02:32PM] Quiet used command ::kill quiet | Player rights = DEVELOPER	
[4/16/22 02:44PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/16/22 02:48PM] Quiet used command ::bank | Player rights = PLAYER	
[4/16/22 02:48PM] Quiet used command ::BANK | Player rights = DEVELOPER	
[4/16/22 02:48PM] Quiet used command ::ITEM 13744 100 | Player rights = DEVELOPER	
[4/16/22 02:48PM] Quiet used command ::BANK | Player rights = DEVELOPER	
[4/16/22 02:58PM] Quiet used command ::bank | Player rights = PLAYER	
[4/16/22 02:58PM] Quiet used command ::forge | Player rights = DEVELOPER	
[4/16/22 02:59PM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/16/22 03:29PM] Quiet used command ::id token | Player rights = DEVELOPER	
[4/16/22 03:29PM] Quiet used command ::item 23060 | Player rights = DEVELOPER	
[4/16/22 03:44PM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/16/22 04:02PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/16/22 11:25PM] Quiet used command ::item 995 5000000000 | Player rights = DEVELOPER	
[4/16/22 11:25PM] Quiet used command ::item 995 500000000 | Player rights = DEVELOPER	
[4/16/22 11:58PM] Quiet used command ::item 995 500000000 | Player rights = DEVELOPER	
[4/17/22 12:00AM] Quiet used command ::interface 111700 | Player rights = DEVELOPER	
[4/17/22 12:00AM] Quiet used command ::raids | Player rights = DEVELOPER	
[4/17/22 12:00AM] Quiet used command ::interface 111700 | Player rights = DEVELOPER	
[4/17/22 12:00AM] Quiet used command ::createparty | Player rights = DEVELOPER	
[4/17/22 08:22PM] Quiet used command ::Shop 12 | Player rights = DEVELOPER	
[4/17/22 08:23PM] Quiet used command ::id scrap | Player rights = DEVELOPER	
[4/17/22 08:23PM] Quiet used command ::tele 2086 4454 | Player rights = DEVELOPER	
[4/17/22 08:23PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/17/22 08:23PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/17/22 08:23PM] Quiet used command ::id pet sk | Player rights = DEVELOPER	
[4/17/22 08:23PM] Quiet used command ::item 22016 | Player rights = DEVELOPER	
[4/17/22 08:26PM] Quiet used command ::tele 2081 4462 | Player rights = DEVELOPER	
[4/17/22 08:26PM] Quiet used command ::tele 2081 4465 | Player rights = DEVELOPER	
[4/17/22 08:28PM] Quiet used command ::tele 2087 4460 | Player rights = DEVELOPER	
[4/17/22 08:28PM] Quiet used command ::item 15005 10 | Player rights = DEVELOPER	
[4/17/22 08:38PM] Quiet used command ::npc 831 | Player rights = DEVELOPER	
[4/17/22 08:39PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/17/22 08:40PM] Quiet used command ::item 15200 | Player rights = DEVELOPER	
[4/17/22 08:40PM] Quiet used command ::item 15100 | Player rights = DEVELOPER	
[4/17/22 08:40PM] Quiet used command ::item 11422 5 | Player rights = DEVELOPER	
[4/17/22 08:40PM] Quiet used command ::item 19164 5 | Player rights = DEVELOPER	
[4/17/22 08:40PM] Quiet used command ::item 11422 2 | Player rights = DEVELOPER	
[4/17/22 08:40PM] Quiet used command ::item 15007 10 | Player rights = DEVELOPER	
[4/17/22 08:50PM] Quiet used command ::yell test | Player rights = DEVELOPER	
[4/17/22 08:52PM] Quiet used command ::yell test | Player rights = DEVELOPER	
[4/17/22 09:01PM] Quiet used command ::yell test | Player rights = DEVELOPER	
[4/17/22 09:06PM] Quiet used command ::yell test | Player rights = DEVELOPER	
[4/17/22 09:07PM] Quiet used command ::voteon | Player rights = DEVELOPER	
[4/17/22 09:11PM] Quiet used command ::yell test | Player rights = DEVELOPER	
[4/17/22 09:13PM] Quiet used command ::rules | Player rights = DEVELOPER	
[4/17/22 09:14PM] Quiet used command ::shop | Player rights = DEVELOPER	
[4/17/22 09:15PM] Quiet used command ::Store | Player rights = DEVELOPER	
[4/17/22 09:18PM] Quiet used command ::yell test | Player rights = DEVELOPER	
[4/18/22 08:37AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 08:37AM] Quiet used command ::id token ( | Player rights = DEVELOPER	
[4/18/22 08:37AM] Quiet used command ::item 23173 | Player rights = DEVELOPER	
[4/18/22 08:37AM] Quiet used command ::item 23057 | Player rights = DEVELOPER	
[4/18/22 08:37AM] Quiet used command ::item 6769 | Player rights = DEVELOPER	
[4/18/22 08:38AM] Quiet used command ::item 23058 | Player rights = DEVELOPER	
[4/18/22 08:38AM] Quiet used command ::item 23059 | Player rights = DEVELOPER	
[4/18/22 08:38AM] Quiet used command ::item 23060 | Player rights = DEVELOPER	
[4/18/22 08:39AM] Quiet used command ::id mini | Player rights = DEVELOPER	
[4/18/22 08:39AM] Quiet used command ::id mini  | Player rights = DEVELOPER	
[4/18/22 08:46AM] Quiet used command ::item 23057 | Player rights = DEVELOPER	
[4/18/22 08:46AM] Quiet used command ::id token ( | Player rights = DEVELOPER	
[4/18/22 08:47AM] Quiet used command ::item 23002 | Player rights = DEVELOPER	
[4/18/22 08:47AM] Quiet used command ::item 22121 | Player rights = DEVELOPER	
[4/18/22 08:48AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 08:48AM] Quiet used command ::item 23002 | Player rights = DEVELOPER	
[4/18/22 08:48AM] Quiet used command ::item 22121 | Player rights = DEVELOPER	
[4/18/22 08:51AM] Quiet used command ::item 9719 | Player rights = DEVELOPER	
[4/18/22 08:51AM] Quiet used command ::id token( | Player rights = DEVELOPER	
[4/18/22 08:51AM] Quiet used command ::id token ( | Player rights = DEVELOPER	
[4/18/22 09:01AM] Quiet used command ::item 23057 | Player rights = DEVELOPER	
[4/18/22 09:02AM] Quiet used command ::dp 10 | Player rights = DEVELOPER	
[4/18/22 09:02AM] Quiet used command ::dp | Player rights = DEVELOPER	
[4/18/22 09:02AM] Quiet used command ::dp quiet 10 | Player rights = DEVELOPER	
[4/18/22 09:02AM] Quiet used command ::dp 10 quiet | Player rights = DEVELOPER	
[4/18/22 09:09AM] Quiet used command ::id token ( | Player rights = DEVELOPER	
[4/18/22 09:18AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 09:18AM] Quiet used command ::tele 2089 4444 | Player rights = DEVELOPER	
[4/18/22 09:24AM] Quiet used command ::item 23057 10 | Player rights = DEVELOPER	
[4/18/22 09:27AM] Quiet used command ::claim | Player rights = DEVELOPER	
[4/18/22 10:02AM] Quiet used command ::tele 2078 4444 | Player rights = DEVELOPER	
[4/18/22 10:02AM] Quiet used command ::tele 2067 4447 | Player rights = DEVELOPER	
[4/18/22 10:02AM] Quiet used command ::tele 2077 4448 | Player rights = DEVELOPER	
[4/18/22 10:08AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 22121 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 15004 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 15002 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 15003 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 10942 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 10943 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 10942 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 15002 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 15003 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 10942 | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::id fortune | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::id wizard c | Player rights = DEVELOPER	
[4/18/22 10:09AM] Quiet used command ::item 23002 10 | Player rights = DEVELOPER	
[4/18/22 10:11AM] Quiet used command ::item 12852 | Player rights = DEVELOPER	
[4/18/22 10:29AM] Quiet used command ::id max cape | Player rights = DEVELOPER	
[4/18/22 10:29AM] Quiet used command ::item 23149 | Player rights = DEVELOPER	
[4/18/22 10:40AM] Quiet used command ::item 24010 | Player rights = DEVELOPER	
[4/18/22 10:40AM] Quiet used command ::item 24011 | Player rights = DEVELOPER	
[4/18/22 10:40AM] Quiet used command ::item 24012 | Player rights = DEVELOPER	
[4/18/22 10:45AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 10:46AM] Quiet used command ::item 24013 | Player rights = DEVELOPER	
[4/18/22 10:51AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 11:22AM] Quiet used command ::pnpc 2998 | Player rights = DEVELOPER	
[4/18/22 11:35AM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 11:50AM] Quiet used command ::item 24000 | Player rights = DEVELOPER	
[4/18/22 11:52AM] Quiet used command ::tele 2078 4437 | Player rights = DEVELOPER	
[4/18/22 12:00PM] Quiet used command ::tele 2077 4434 | Player rights = DEVELOPER	
[4/18/22 12:18PM] Quiet used command ::item 24020 | Player rights = DEVELOPER	
[4/18/22 01:04PM] Quiet used command ::tele 2078 4436 | Player rights = DEVELOPER	
[4/18/22 01:04PM] Quiet used command ::tele 2080 4446 | Player rights = DEVELOPER	
[4/18/22 01:04PM] Quiet used command ::tele 2084 4452 | Player rights = DEVELOPER	
[4/18/22 01:07PM] Quiet used command ::reloadshops | Player rights = DEVELOPER	
[4/18/22 01:15PM] Quiet used command ::tele 2089 4446 | Player rights = DEVELOPER	
[4/18/22 01:16PM] Quiet used command ::tele 2087 4443 | Player rights = DEVELOPER	
[4/18/22 01:16PM] Quiet used command ::tele 2087 4442 | Player rights = DEVELOPER	
[4/18/22 01:16PM] Quiet used command ::Coords | Player rights = DEVELOPER	
[4/18/22 01:16PM] Quiet used command ::id healing | Player rights = DEVELOPER	
[4/18/22 01:16PM] Quiet used command ::item 23118 | Player rights = DEVELOPER	
[4/18/22 01:18PM] Quiet used command ::anim 829 | Player rights = DEVELOPER	
[4/18/22 01:18PM] Quiet used command ::item 23125 | Player rights = DEVELOPER	
[4/18/22 01:19PM] Quiet used command ::kill quiet | Player rights = DEVELOPER	
[4/18/22 01:19PM] Quiet used command ::item 23126 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2073 4461 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2076 4448 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2088 4442 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2088 4445 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2077 4448 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2077 4452 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2079 4459 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2082 4463 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2079 4466 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2086 4462 | Player rights = DEVELOPER	
[4/18/22 01:20PM] Quiet used command ::tele 2087 4454 | Player rights = DEVELOPER	
[4/18/22 01:23PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 01:25PM] Quiet used command ::item 18419 | Player rights = DEVELOPER	
[4/18/22 01:26PM] Quiet used command ::npc 1394 | Player rights = DEVELOPER	
[4/18/22 01:27PM] Quiet used command ::id scratch card | Player rights = DEVELOPER	
[4/18/22 01:27PM] Quiet used command ::item 455 | Player rights = DEVELOPER	
[4/18/22 01:28PM] Quiet used command ::npc 5112 | Player rights = DEVELOPER	
[4/18/22 01:28PM] Quiet used command ::npc 650 | Player rights = DEVELOPER	
[4/18/22 01:29PM] Quiet used command ::npc 3777 | Player rights = DEVELOPER	
[4/18/22 01:30PM] Quiet used command ::npc 2998 | Player rights = DEVELOPER	
[4/18/22 01:31PM] Quiet used command ::tele 2076 4461 | Player rights = DEVELOPER	
[4/18/22 01:31PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 01:35PM] Quiet used command ::anim 1660 | Player rights = DEVELOPER	
[4/18/22 01:35PM] Quiet used command ::anim 5761 | Player rights = DEVELOPER	
[4/18/22 01:39PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2082 4443 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2090 4444 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2077 4456 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2067 4467 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2070 4468 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2072 4464 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2083 4459 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::tele 2084 4460 | Player rights = DEVELOPER	
[4/18/22 01:42PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 01:59PM] Quiet used command ::item 10835 | Player rights = DEVELOPER	
[4/18/22 02:00PM] Quiet used command ::interface 119000 | Player rights = DEVELOPER	
[4/18/22 02:12PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:12PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:13PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:14PM] Quiet used command ::id insane g | Player rights = DEVELOPER	
[4/18/22 02:14PM] Quiet used command ::item 23102 | Player rights = DEVELOPER	
[4/18/22 02:14PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:16PM] Quiet used command ::item 24021 | Player rights = DEVELOPER	
[4/18/22 02:17PM] Quiet used command ::tele 2062 4462 | Player rights = DEVELOPER	
[4/18/22 02:17PM] Quiet used command ::tele 2057 4464 | Player rights = DEVELOPER	
[4/18/22 02:17PM] Quiet used command ::tele 2074 4456 | Player rights = DEVELOPER	
[4/18/22 02:17PM] Quiet used command ::tele 2079 4442 | Player rights = DEVELOPER	
[4/18/22 02:17PM] Quiet used command ::tele 2078 4435 | Player rights = DEVELOPER	
[4/18/22 02:29PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:29PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:31PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:31PM] Quiet used command ::Bnak | Player rights = DEVELOPER	
[4/18/22 02:32PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 02:32PM] Quiet used command ::tele 2079 4447 | Player rights = DEVELOPER	
[4/18/22 02:32PM] Quiet used command ::tele 2077 4453 | Player rights = DEVELOPER	
[4/18/22 02:59PM] Quiet used command ::id gamble | Player rights = DEVELOPER	
[4/18/22 02:59PM] Quiet used command ::id vault | Player rights = DEVELOPER	
[4/18/22 03:00PM] Quiet used command ::id fortune | Player rights = DEVELOPER	
[4/18/22 03:00PM] Quiet used command ::item 23002 10 | Player rights = DEVELOPER	
[4/18/22 03:02PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 03:04PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 06:31PM] Quiet used command ::tele 2009 4455 | Player rights = DEVELOPER	
[4/18/22 06:31PM] Quiet used command ::tele 2008 4456 | Player rights = DEVELOPER	
[4/18/22 06:31PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 06:31PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 06:32PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 06:34PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 06:34PM] Quiet used command ::tele 2018 4450 | Player rights = DEVELOPER	
[4/18/22 06:34PM] Quiet used command ::tele 2023 4456 | Player rights = DEVELOPER	
[4/18/22 06:34PM] Quiet used command ::coords | Player rights = DEVELOPER	
[4/18/22 06:49PM] Quiet used command ::item 24023 | Player rights = DEVELOPER	
[4/18/22 06:49PM] Quiet used command ::item 24021 | Player rights = DEVELOPER	
[4/18/22 06:49PM] Quiet used command ::home | Player rights = DEVELOPER	
[4/18/22 06:49PM] Quiet used command ::item 24022 | Player rights = DEVELOPER	
[4/18/22 06:51PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 07:03PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 07:03PM] Quiet used command ::id morningstar s | Player rights = DEVELOPER	
[4/18/22 07:04PM] Quiet used command ::item 17600 | Player rights = DEVELOPER	
[4/18/22 07:12PM] Quiet used command ::tele 2078 4435 | Player rights = DEVELOPER	
[4/18/22 07:30PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 07:31PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 09:49PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 09:51PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 09:53PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 09:54PM] Quiet used command ::tele 2077 4438 | Player rights = DEVELOPER	
[4/18/22 09:54PM] Quiet used command ::tele 2078 4440 | Player rights = DEVELOPER	
[4/18/22 09:54PM] Quiet used command ::tele 2078 4448 | Player rights = DEVELOPER	
[4/18/22 09:54PM] Quiet used command ::tele 2077 4456 | Player rights = DEVELOPER	
[4/18/22 09:58PM] Quiet used command ::forge | Player rights = DEVELOPER	
[4/18/22 09:59PM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/18/22 10:04PM] Quiet used command ::id aura ( | Player rights = DEVELOPER	
[4/18/22 10:06PM] Quiet used command ::item 23021 | Player rights = DEVELOPER	
[4/18/22 10:10PM] Quiet used command ::tele 2731 4578 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2067 4458 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2076 4453 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2084 4455 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2086 4456 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::event | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2016 4449 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2009 4447 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2012 4447 | Player rights = DEVELOPER	
[4/18/22 10:11PM] Quiet used command ::tele 2013 4445 | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::pnpc 2998 | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::dark f | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::id dark f | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::item 15007 | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::item 15006 | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::item 15005 | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::item 4322 | Player rights = DEVELOPER	
[4/18/22 10:12PM] Quiet used command ::item 4321 | Player rights = DEVELOPER	
[4/18/22 10:13PM] Quiet used command ::id dark g | Player rights = DEVELOPER	
[4/18/22 10:13PM] Quiet used command ::id dark glove | Player rights = DEVELOPER	
[4/18/22 10:13PM] Quiet used command ::item 15200 | Player rights = DEVELOPER	
[4/18/22 10:13PM] Quiet used command ::item 15202 | Player rights = DEVELOPER	
[4/18/22 10:13PM] Quiet used command ::id dark boo | Player rights = DEVELOPER	
[4/18/22 10:13PM] Quiet used command ::item 15201 | Player rights = DEVELOPER	
[4/18/22 10:28PM] Quiet used command ::ugprade | Player rights = DEVELOPER	
[4/18/22 10:28PM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/18/22 10:28PM] Quiet used command ::tele 2081 4444 | Player rights = DEVELOPER	
[4/18/22 10:28PM] Quiet used command ::tele 2078 4431 | Player rights = DEVELOPER	
[4/18/22 10:28PM] Quiet used command ::tele 2079 4424 | Player rights = DEVELOPER	
[4/18/22 10:29PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 10:29PM] Quiet used command ::item 23086 1000 | Player rights = DEVELOPER	
[4/18/22 10:32PM] Quiet used command ::item 392 | Player rights = DEVELOPER	
[4/18/22 10:32PM] Quiet used command ::item 17818 | Player rights = DEVELOPER	
[4/18/22 10:33PM] Quiet used command ::id rage bone | Player rights = DEVELOPER	
[4/18/22 10:34PM] Quiet used command ::id juicy bone | Player rights = DEVELOPER	
[4/18/22 10:34PM] Quiet used command ::item 2026 | Player rights = DEVELOPER	
[4/18/22 10:34PM] Quiet used command ::item 2023 | Player rights = DEVELOPER	
[4/18/22 10:36PM] Quiet used command ::id rage b | Player rights = DEVELOPER	
[4/18/22 10:36PM] Quiet used command ::item 2025 10 | Player rights = DEVELOPER	
[4/18/22 10:36PM] Quiet used command ::god | Player rights = DEVELOPER	
[4/18/22 10:36PM] Quiet used command ::id cleric s | Player rights = DEVELOPER	
[4/18/22 10:36PM] Quiet used command ::item 23145 | Player rights = DEVELOPER	
[4/18/22 10:41PM] Quiet used command ::item 23111 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 23120 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 23123 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 23126 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 299 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 15084 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 23090 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 23043 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::Item 23042 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::Item 23041 | Player rights = DEVELOPER	
[4/18/22 10:43PM] Quiet used command ::item 23111 | Player rights = DEVELOPER	
[4/18/22 10:44PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 10:52PM] Quiet used command ::upgrade | Player rights = DEVELOPER	
[4/18/22 11:01PM] Quiet used command ::item 23112 | Player rights = DEVELOPER	
[4/18/22 11:08PM] Quiet used command ::bank | Player rights = DEVELOPER	
[4/18/22 11:09PM] Quiet used command ::ugprade | Player rights = DEVELOPER	
[4/18/22 11:09PM] Quiet used command ::id scrap | Player rights = DEVELOPER	
[4/18/22 11:09PM] Quiet used command ::id scraps | Player rights = DEVELOPER	
[4/18/22 11:09PM] Quiet used command ::item 22016 20 | Player rights = DEVELOPER	
[4/18/22 11:10PM] Quiet used command ::item 22016 1000000 | Player rights = DEVELOPER	
